A		SACRAMENTO
B		DEER_CR_NR_SMARTVILLE
C		FLOW-UNREG
E		
F		ALT-AUGMENTED-MERGED
Units		CFS
Type		PER-AVER
5736	16Jun1907	267.9
5737	17Jun1907	256.5
5738	18Jun1907	267.9
5739	19Jun1907	290.7
5740	20Jun1907	342.0
5741	21Jun1907	342.0
5742	22Jun1907	416.1
5743	23Jun1907	330.6
5744	24Jun1907	302.1
5745	25Jun1907	313.5
5746	26Jun1907	324.9
5747	27Jun1907	324.9
5748	28Jun1907	330.6
5749	29Jun1907	324.9
5750	30Jun1907	313.5
5751	01Jul1907	326.6
5752	02Jul1907	292.4
5753	03Jul1907	309.5
5754	04Jul1907	292.4
5755	05Jul1907	275.3
5756	06Jul1907	259.4
5757	07Jul1907	235.4
5758	08Jul1907	227.4
5759	09Jul1907	219.4
5760	10Jul1907	211.5
5761	11Jul1907	211.5
5762	12Jul1907	211.5
5763	13Jul1907	195.5
5764	14Jul1907	187.5
5765	15Jul1907	171.6
5766	16Jul1907	164.2
5767	17Jul1907	156.8
5768	18Jul1907	156.8
5769	19Jul1907	149.3
5770	20Jul1907	141.9
5771	21Jul1907	120.3
5772	22Jul1907	113.4
5773	23Jul1907	106.6
5774	24Jul1907	100.3
5775	25Jul1907	94.1
5776	26Jul1907	94.1
5777	27Jul1907	87.8
5778	28Jul1907	81.5
5779	29Jul1907	75.2
5780	30Jul1907	75.2
5781	31Jul1907	69.5
5782	01Aug1907	69.5
5783	02Aug1907	69.5
5784	03Aug1907	63.8
5785	04Aug1907	58.7
5786	05Aug1907	53.6
5787	06Aug1907	53.6
5788	07Aug1907	48.5
5789	08Aug1907	48.5
5790	09Aug1907	43.9
5791	10Aug1907	43.9
5792	11Aug1907	43.9
5793	12Aug1907	43.9
5794	13Aug1907	39.9
5795	14Aug1907	39.9
5796	15Aug1907	39.9
5797	16Aug1907	35.9
5798	17Aug1907	35.9
5799	18Aug1907	35.9
5800	19Aug1907	35.9
5801	20Aug1907	35.9
5802	21Aug1907	35.9
5803	22Aug1907	32.5
5804	23Aug1907	32.5
5805	24Aug1907	32.5
5806	25Aug1907	32.5
5807	26Aug1907	32.5
5808	27Aug1907	32.5
5809	28Aug1907	32.5
5810	29Aug1907	32.5
5811	30Aug1907	32.5
5812	31Aug1907	32.5
5813	01Sep1907	32.5
5814	02Sep1907	32.5
5815	03Sep1907	32.5
5816	04Sep1907	32.5
5817	05Sep1907	29.6
5818	06Sep1907	29.6
5819	07Sep1907	29.6
5820	08Sep1907	29.6
5821	09Sep1907	29.6
5822	10Sep1907	29.6
5823	11Sep1907	29.6
5824	12Sep1907	26.8
5825	13Sep1907	26.8
5826	14Sep1907	26.8
5827	15Sep1907	26.8
5828	16Sep1907	26.8
5829	17Sep1907	26.8
5830	18Sep1907	26.8
5831	19Sep1907	29.6
5832	20Sep1907	26.8
5833	21Sep1907	26.8
5834	22Sep1907	26.8
5835	23Sep1907	26.8
5836	24Sep1907	26.8
5837	25Sep1907	26.8
5838	26Sep1907	29.6
5839	27Sep1907	29.6
5840	28Sep1907	29.6
5841	29Sep1907	29.6
5842	30Sep1907	29.6
5843	01Oct1907	26.8
5844	02Oct1907	26.8
5845	03Oct1907	26.8
5846	04Oct1907	29.6
5847	05Oct1907	29.6
5848	06Oct1907	29.6
5849	07Oct1907	26.8
5850	08Oct1907	26.8
5851	09Oct1907	29.6
5852	10Oct1907	29.6
5853	11Oct1907	29.6
5854	12Oct1907	29.6
5855	13Oct1907	29.6
5856	14Oct1907	29.6
5857	15Oct1907	29.6
5858	16Oct1907	26.8
5859	17Oct1907	26.8
5860	18Oct1907	26.8
5861	19Oct1907	26.8
5862	20Oct1907	26.8
5863	21Oct1907	26.8
5864	22Oct1907	26.8
5865	23Oct1907	26.8
5866	24Oct1907	26.8
5867	25Oct1907	29.6
5868	26Oct1907	32.5
5869	27Oct1907	39.9
5870	28Oct1907	39.9
5871	29Oct1907	35.9
5872	30Oct1907	32.5
5873	31Oct1907	32.5
5874	01Nov1907	32.5
5875	02Nov1907	32.5
5876	03Nov1907	29.6
5877	04Nov1907	29.6
5878	05Nov1907	26.8
5879	06Nov1907	26.8
5880	07Nov1907	29.6
5881	08Nov1907	29.6
5882	09Nov1907	29.6
5883	10Nov1907	29.6
5884	11Nov1907	26.8
5885	12Nov1907	26.8
5886	13Nov1907	26.8
5887	14Nov1907	26.8
5888	15Nov1907	26.8
5889	16Nov1907	24.5
5890	17Nov1907	26.8
5891	18Nov1907	26.8
5892	19Nov1907	24.5
5893	20Nov1907	24.5
5894	21Nov1907	26.8
5895	22Nov1907	26.8
5896	23Nov1907	26.8
5897	24Nov1907	26.8
5898	25Nov1907	26.8
5899	26Nov1907	26.8
5900	27Nov1907	22.8
5901	28Nov1907	20.0
5902	29Nov1907	22.8
5903	30Nov1907	22.8
5904	01Dec1907	24.5
5905	02Dec1907	24.5
5906	03Dec1907	24.5
5907	04Dec1907	24.5
5908	05Dec1907	26.8
5909	06Dec1907	43.9
5910	07Dec1907	283.9
5911	08Dec1907	141.9
5912	09Dec1907	81.5
5913	10Dec1907	58.7
5914	11Dec1907	156.8
5915	12Dec1907	94.1
5916	13Dec1907	120.3
5917	14Dec1907	100.3
5918	15Dec1907	81.5
5919	16Dec1907	63.8
5920	17Dec1907	53.6
5921	18Dec1907	48.5
5922	19Dec1907	48.5
5923	20Dec1907	43.9
5924	21Dec1907	43.9
5925	22Dec1907	43.9
5926	23Dec1907	43.9
5927	24Dec1907	43.9
5928	25Dec1907	43.9
5929	26Dec1907	235.4
5930	27Dec1907	164.2
5931	28Dec1907	120.3
5932	29Dec1907	141.9
5933	30Dec1907	149.3
5934	31Dec1907	227.4
5935	01Jan1908	151.1
5936	02Jan1908	151.1
5937	03Jan1908	135.1
5938	04Jan1908	151.1
5939	05Jan1908	119.7
5940	06Jan1908	104.3
5941	07Jan1908	95.2
5942	08Jan1908	96.9
5943	09Jan1908	104.3
5944	10Jan1908	96.9
5945	11Jan1908	96.9
5946	12Jan1908	111.7
5947	13Jan1908	135.1
5948	14Jan1908	355.7
5949	15Jan1908	212.0
5950	16Jan1908	175.6
5951	17Jan1908	159.6
5952	18Jan1908	151.1
5953	19Jan1908	176.1
5954	20Jan1908	368.2
5955	21Jan1908	468.0
5956	22Jan1908	456.0
5957	23Jan1908	319.8
5958	24Jan1908	356.2
5959	25Jan1908	263.9
5960	26Jan1908	212.0
5961	27Jan1908	183.5
5962	28Jan1908	160.7
5963	29Jan1908	150.5
5964	30Jan1908	131.1
5965	31Jan1908	114.6
5966	01Feb1908	131.1
5967	02Feb1908	153.9
5968	03Feb1908	230.9
5969	04Feb1908	153.9
5970	05Feb1908	153.3
5971	06Feb1908	155.0
5972	07Feb1908	147.6
5973	08Feb1908	142.5
5974	09Feb1908	171.0
5975	10Feb1908	159.6
5976	11Feb1908	149.3
5977	12Feb1908	139.1
5978	13Feb1908	127.7
5979	14Feb1908	125.4
5980	15Feb1908	115.1
5981	16Feb1908	106.0
5982	17Feb1908	103.2
5983	18Feb1908	95.8
5984	19Feb1908	95.2
5985	20Feb1908	92.3
5986	21Feb1908	95.8
5987	22Feb1908	92.3
5988	23Feb1908	86.6
5989	24Feb1908	89.5
5990	25Feb1908	96.9
5991	26Feb1908	108.3
5992	27Feb1908	102.6
5993	28Feb1908	117.4
5994	29Feb1908	144.2
5995	01Mar1908	171.0
5996	02Mar1908	222.3
5997	03Mar1908	205.2
5998	04Mar1908	165.3
5999	05Mar1908	165.3
6000	06Mar1908	148.2
6001	07Mar1908	142.5
6002	08Mar1908	136.8
6003	09Mar1908	137.9
6004	10Mar1908	149.9
6005	11Mar1908	156.8
6006	12Mar1908	169.9
6007	13Mar1908	179.6
6008	14Mar1908	204.1
6009	15Mar1908	229.1
6010	16Mar1908	266.8
6011	17Mar1908	273.6
6012	18Mar1908	290.7
6013	19Mar1908	277.6
6014	20Mar1908	256.5
6015	21Mar1908	254.8
6016	22Mar1908	242.2
6017	23Mar1908	238.3
6018	24Mar1908	229.7
6019	25Mar1908	238.3
6020	26Mar1908	242.2
6021	27Mar1908	222.3
6022	28Mar1908	193.8
6023	29Mar1908	185.2
6024	30Mar1908	180.7
6025	31Mar1908	171.0
6026	01Apr1908	148.2
6027	02Apr1908	153.9
6028	03Apr1908	171.0
6029	04Apr1908	193.8
6030	05Apr1908	199.5
6031	06Apr1908	205.2
6032	07Apr1908	178.4
6033	08Apr1908	153.9
6034	09Apr1908	176.7
6035	10Apr1908	222.3
6036	11Apr1908	285.0
6037	12Apr1908	319.2
6038	13Apr1908	364.8
6039	14Apr1908	330.6
6040	15Apr1908	285.0
6041	16Apr1908	250.8
6042	17Apr1908	242.2
6043	18Apr1908	285.0
6044	19Apr1908	370.5
6045	20Apr1908	479.4
6046	21Apr1908	430.4
6047	22Apr1908	367.6
6048	23Apr1908	296.4
6049	24Apr1908	256.5
6050	25Apr1908	245.1
6051	26Apr1908	282.7
6052	27Apr1908	296.4
6053	28Apr1908	338.6
6054	29Apr1908	338.6
6055	30Apr1908	338.6
6056	01May1908	383.0
6057	02May1908	444.6
6058	03May1908	339.1
6059	04May1908	232.0
6060	05May1908	239.4
6061	06May1908	262.2
6062	07May1908	362.0
6063	08May1908	274.2
6064	09May1908	199.5
6065	10May1908	197.8
6066	11May1908	189.2
6067	12May1908	199.5
6068	13May1908	189.2
6069	14May1908	216.6
6070	15May1908	269.0
6071	16May1908	239.4
6072	17May1908	255.9
6073	18May1908	339.1
6074	19May1908	456.0
6075	20May1908	324.9
6076	21May1908	313.5
6077	22May1908	313.5
6078	23May1908	313.5
6079	24May1908	353.4
6080	25May1908	364.8
6081	26May1908	347.7
6082	27May1908	318.1
6083	28May1908	330.6
6084	29May1908	318.1
6085	30May1908	313.5
6086	31May1908	290.7
6087	01Jun1908	273.6
6088	02Jun1908	233.7
6089	03Jun1908	165.3
6090	04Jun1908	158.5
6091	05Jun1908	186.4
6092	06Jun1908	215.5
6093	07Jun1908	258.2
6094	08Jun1908	250.8
6095	09Jun1908	256.5
6096	10Jun1908	250.8
6097	11Jun1908	245.1
6098	12Jun1908	247.9
6099	13Jun1908	242.2
6100	14Jun1908	236.0
6101	15Jun1908	205.2
6102	16Jun1908	195.5
6103	17Jun1908	179.0
6104	18Jun1908	163.6
6105	19Jun1908	155.0
6106	20Jun1908	148.2
6107	21Jun1908	221.2
6108	22Jun1908	139.6
6109	23Jun1908	125.4
6110	24Jun1908	118.6
6111	25Jun1908	110.6
6112	26Jun1908	103.7
6113	27Jun1908	96.9
6114	28Jun1908	90.1
6115	29Jun1908	84.9
6116	30Jun1908	78.7
6117	01Jul1908	73.0
6118	02Jul1908	73.0
6119	03Jul1908	67.3
6120	04Jul1908	62.7
6121	05Jul1908	62.7
6122	06Jul1908	57.0
6123	07Jul1908	52.4
6124	08Jul1908	52.4
6125	09Jul1908	47.9
6126	10Jul1908	47.9
6127	11Jul1908	43.3
6128	12Jul1908	43.3
6129	13Jul1908	39.9
6130	14Jul1908	39.9
6131	15Jul1908	39.9
6132	16Jul1908	35.9
6133	17Jul1908	35.9
6134	18Jul1908	31.9
6135	19Jul1908	31.9
6136	20Jul1908	28.5
6137	21Jul1908	28.5
6138	22Jul1908	28.5
6139	23Jul1908	25.6
6140	24Jul1908	25.6
6141	25Jul1908	25.6
6142	26Jul1908	25.6
6143	27Jul1908	25.6
6144	28Jul1908	25.6
6145	29Jul1908	22.8
6146	30Jul1908	22.8
6147	31Jul1908	22.8
6148	01Aug1908	22.8
6149	02Aug1908	22.8
6150	03Aug1908	20.0
6151	04Aug1908	20.0
6152	05Aug1908	20.0
6153	06Aug1908	20.0
6154	07Aug1908	20.0
6155	08Aug1908	18.2
6156	09Aug1908	18.2
6157	10Aug1908	18.2
6158	11Aug1908	20.0
6159	12Aug1908	20.0
6160	13Aug1908	20.0
6161	14Aug1908	20.0
6162	15Aug1908	20.0
6163	16Aug1908	20.0
6164	17Aug1908	20.0
6165	18Aug1908	20.0
6166	19Aug1908	20.0
6167	20Aug1908	20.0
6168	21Aug1908	20.0
6169	22Aug1908	20.0
6170	23Aug1908	20.0
6171	24Aug1908	20.0
6172	25Aug1908	20.0
6173	26Aug1908	20.0
6174	27Aug1908	20.0
6175	28Aug1908	20.0
6176	29Aug1908	20.0
6177	30Aug1908	20.0
6178	31Aug1908	20.0
6179	01Sep1908	20.0
6180	02Sep1908	20.0
6181	03Sep1908	20.0
6182	04Sep1908	18.2
6183	05Sep1908	18.2
6184	06Sep1908	18.2
6185	07Sep1908	18.2
6186	08Sep1908	18.2
6187	09Sep1908	18.2
6188	10Sep1908	18.2
6189	11Sep1908	18.2
6190	12Sep1908	18.2
6191	13Sep1908	18.2
6192	14Sep1908	18.2
6193	15Sep1908	18.2
6194	16Sep1908	20.0
6195	17Sep1908	20.0
6196	18Sep1908	20.0
6197	19Sep1908	20.0
6198	20Sep1908	20.0
6199	21Sep1908	20.0
6200	22Sep1908	18.2
6201	23Sep1908	18.2
6202	24Sep1908	18.2
6203	25Sep1908	18.2
6204	26Sep1908	18.2
6205	27Sep1908	18.2
6206	28Sep1908	18.2
6207	29Sep1908	18.2
6208	30Sep1908	18.2
6209	01Oct1908	18.2
6210	02Oct1908	18.2
6211	03Oct1908	18.2
6212	04Oct1908	18.2
6213	05Oct1908	18.2
6214	06Oct1908	18.2
6215	07Oct1908	18.2
6216	08Oct1908	18.2
6217	09Oct1908	18.2
6218	10Oct1908	18.2
6219	11Oct1908	18.2
6220	12Oct1908	18.2
6221	13Oct1908	18.2
6222	14Oct1908	18.2
6223	15Oct1908	199.5
6224	16Oct1908	62.7
6225	17Oct1908	39.9
6226	18Oct1908	29.6
6227	19Oct1908	29.6
6228	20Oct1908	27.4
6229	21Oct1908	27.4
6230	22Oct1908	25.1
6231	23Oct1908	25.1
6232	24Oct1908	25.1
6233	25Oct1908	25.1
6234	26Oct1908	22.8
6235	27Oct1908	22.8
6236	28Oct1908	22.8
6237	29Oct1908	24.5
6238	30Oct1908	26.8
6239	31Oct1908	29.6
6240	01Nov1908	26.8
6241	02Nov1908	26.8
6242	03Nov1908	24.5
6243	04Nov1908	24.5
6244	05Nov1908	22.8
6245	06Nov1908	22.8
6246	07Nov1908	21.1
6247	08Nov1908	21.1
6248	09Nov1908	21.1
6249	10Nov1908	21.1
6250	11Nov1908	21.1
6251	12Nov1908	21.1
6252	13Nov1908	21.1
6253	14Nov1908	21.1
6254	15Nov1908	22.8
6255	16Nov1908	22.8
6256	17Nov1908	22.8
6257	18Nov1908	22.8
6258	19Nov1908	22.8
6259	20Nov1908	22.8
6260	21Nov1908	37.0
6261	22Nov1908	57.0
6262	23Nov1908	69.5
6263	24Nov1908	46.7
6264	25Nov1908	34.2
6265	26Nov1908	27.4
6266	27Nov1908	25.1
6267	28Nov1908	22.8
6268	29Nov1908	22.8
6269	30Nov1908	21.1
6270	01Dec1908	22.8
6271	02Dec1908	22.8
6272	03Dec1908	31.9
6273	04Dec1908	57.0
6274	05Dec1908	142.5
6275	06Dec1908	87.2
6276	07Dec1908	62.7
6277	08Dec1908	53.6
6278	09Dec1908	57.6
6279	10Dec1908	46.2
6280	11Dec1908	42.8
6281	12Dec1908	39.9
6282	13Dec1908	39.9
6283	14Dec1908	39.9
6284	15Dec1908	36.5
6285	16Dec1908	34.2
6286	17Dec1908	34.2
6287	18Dec1908	31.4
6288	19Dec1908	31.4
6289	20Dec1908	31.4
6290	21Dec1908	31.4
6291	22Dec1908	37.0
6292	23Dec1908	34.2
6293	24Dec1908	50.2
6294	25Dec1908	39.9
6295	26Dec1908	37.0
6296	27Dec1908	37.0
6297	28Dec1908	34.2
6298	29Dec1908	34.2
6299	30Dec1908	34.2
6300	31Dec1908	34.2
6301	01Jan1909	39.9
6302	02Jan1909	239.4
6303	03Jan1909	604.2
6304	04Jan1909	239.4
6305	05Jan1909	239.4
6306	06Jan1909	1117.2
6307	07Jan1909	672.6
6308	08Jan1909	2337.0
6309	09Jan1909	1379.4
6310	10Jan1909	758.1
6311	11Jan1909	615.6
6312	12Jan1909	535.8
6313	13Jan1909	1368.0
6314	14Jan1909	6042.0
6315	15Jan1909	6327.0
6316	16Jan1909	4047.0
6317	17Jan1909	1710.0
6318	18Jan1909	1596.0
6319	19Jan1909	1054.5
6320	20Jan1909	1447.8
6321	21Jan1909	2371.2
6322	22Jan1909	1311.0
6323	23Jan1909	940.5
6324	24Jan1909	735.3
6325	25Jan1909	615.6
6326	26Jan1909	518.7
6327	27Jan1909	421.8
6328	28Jan1909	370.5
6329	29Jan1909	359.1
6330	30Jan1909	336.3
6331	31Jan1909	336.3
6332	01Feb1909	302.1
6333	02Feb1909	290.7
6334	03Feb1909	370.5
6335	04Feb1909	359.1
6336	05Feb1909	359.1
6337	06Feb1909	347.7
6338	07Feb1909	644.1
6339	08Feb1909	478.8
6340	09Feb1909	399.0
6341	10Feb1909	387.6
6342	11Feb1909	718.2
6343	12Feb1909	1892.4
6344	13Feb1909	900.6
6345	14Feb1909	701.1
6346	15Feb1909	598.5
6347	16Feb1909	581.4
6348	17Feb1909	832.2
6349	18Feb1909	832.2
6350	19Feb1909	644.1
6351	20Feb1909	644.1
6352	21Feb1909	501.6
6353	22Feb1909	478.8
6354	23Feb1909	450.3
6355	24Feb1909	433.2
6356	25Feb1909	393.3
6357	26Feb1909	364.8
6358	27Feb1909	336.3
6359	28Feb1909	301.0
6360	01Mar1909	290.7
6361	02Mar1909	302.1
6362	03Mar1909	324.9
6363	04Mar1909	581.4
6364	05Mar1909	438.9
6365	06Mar1909	456.0
6366	07Mar1909	369.4
6367	08Mar1909	344.9
6368	09Mar1909	333.5
6369	10Mar1909	313.5
6370	11Mar1909	290.7
6371	12Mar1909	290.7
6372	13Mar1909	285.0
6373	14Mar1909	285.0
6374	15Mar1909	276.5
6375	16Mar1909	276.5
6376	17Mar1909	290.7
6377	18Mar1909	302.1
6378	19Mar1909	290.7
6379	20Mar1909	279.3
6380	21Mar1909	270.8
6381	22Mar1909	262.2
6382	23Mar1909	250.8
6383	24Mar1909	250.8
6384	25Mar1909	233.7
6385	26Mar1909	242.2
6386	27Mar1909	233.7
6387	28Mar1909	222.3
6388	29Mar1909	324.9
6389	30Mar1909	262.2
6390	31Mar1909	245.1
6391	01Apr1909	245.1
6392	02Apr1909	282.1
6393	03Apr1909	324.9
6394	04Apr1909	330.6
6395	05Apr1909	319.2
6396	06Apr1909	307.8
6397	07Apr1909	299.2
6398	08Apr1909	307.8
6399	09Apr1909	336.3
6400	10Apr1909	347.7
6401	11Apr1909	347.7
6402	12Apr1909	347.7
6403	13Apr1909	381.9
6404	14Apr1909	413.2
6405	15Apr1909	467.4
6406	16Apr1909	495.9
6407	17Apr1909	530.1
6408	18Apr1909	547.2
6409	19Apr1909	547.2
6410	20Apr1909	501.6
6411	21Apr1909	495.9
6412	22Apr1909	387.6
6413	23Apr1909	399.0
6414	24Apr1909	421.8
6415	25Apr1909	433.2
6416	26Apr1909	501.6
6417	27Apr1909	530.1
6418	28Apr1909	564.3
6419	29Apr1909	564.3
6420	30Apr1909	564.3
6421	01May1909	564.3
6422	02May1909	564.3
6423	03May1909	564.3
6424	04May1909	609.9
6425	05May1909	627.0
6426	06May1909	701.1
6427	07May1909	701.1
6428	08May1909	684.0
6429	09May1909	644.1
6430	10May1909	615.6
6431	11May1909	598.5
6432	12May1909	450.3
6433	13May1909	427.5
6434	14May1909	410.4
6435	15May1909	387.6
6436	16May1909	376.2
6437	17May1909	364.8
6438	18May1909	399.0
6439	19May1909	427.5
6440	20May1909	467.4
6441	21May1909	453.1
6442	22May1909	341.4
6443	23May1909	308.9
6444	24May1909	289.6
6445	25May1909	341.4
6446	26May1909	405.8
6447	27May1909	419.0
6448	28May1909	473.7
6449	29May1909	445.7
6450	30May1909	459.4
6451	31May1909	405.8
6452	01Jun1909	592.8
6453	02Jun1909	627.0
6454	03Jun1909	672.6
6455	04Jun1909	638.4
6456	05Jun1909	575.7
6457	06Jun1909	532.4
6458	07Jun1909	517.6
6459	08Jun1909	473.7
6460	09Jun1909	432.1
6461	10Jun1909	379.6
6462	11Jun1909	379.6
6463	12Jun1909	353.4
6464	13Jun1909	341.4
6465	14Jun1909	319.2
6466	15Jun1909	308.9
6467	16Jun1909	299.2
6468	17Jun1909	289.6
6469	18Jun1909	289.6
6470	19Jun1909	270.2
6471	20Jun1909	242.8
6472	21Jun1909	251.4
6473	22Jun1909	379.6
6474	23Jun1909	341.4
6475	24Jun1909	319.2
6476	25Jun1909	260.5
6477	26Jun1909	234.8
6478	27Jun1909	222.3
6479	28Jun1909	212.6
6480	29Jun1909	198.9
6481	30Jun1909	185.2
6482	01Jul1909	178.4
6483	02Jul1909	164.7
6484	03Jul1909	158.5
6485	04Jul1909	145.9
6486	05Jul1909	122.0
6487	06Jul1909	110.6
6488	07Jul1909	100.3
6489	08Jul1909	90.1
6490	09Jul1909	84.9
6491	10Jul1909	79.8
6492	11Jul1909	75.2
6493	12Jul1909	75.2
6494	13Jul1909	70.7
6495	14Jul1909	66.1
6496	15Jul1909	66.1
6497	16Jul1909	61.6
6498	17Jul1909	61.6
6499	18Jul1909	57.0
6500	19Jul1909	57.0
6501	20Jul1909	53.0
6502	21Jul1909	53.0
6503	22Jul1909	53.0
6504	23Jul1909	49.0
6505	24Jul1909	49.0
6506	25Jul1909	49.0
6507	26Jul1909	49.0
6508	27Jul1909	49.0
6509	28Jul1909	45.0
6510	29Jul1909	45.0
6511	30Jul1909	45.0
6512	31Jul1909	45.0
6513	01Aug1909	45.0
6514	02Aug1909	45.0
6515	03Aug1909	41.0
6516	04Aug1909	41.0
6517	05Aug1909	41.0
6518	06Aug1909	41.0
6519	07Aug1909	41.0
6520	08Aug1909	41.0
6521	09Aug1909	37.0
6522	10Aug1909	37.0
6523	11Aug1909	37.0
6524	12Aug1909	37.0
6525	13Aug1909	37.0
6526	14Aug1909	33.6
6527	15Aug1909	33.6
6528	16Aug1909	33.6
6529	17Aug1909	33.6
6530	18Aug1909	33.6
6531	19Aug1909	33.6
6532	20Aug1909	30.2
6533	21Aug1909	30.2
6534	22Aug1909	30.2
6535	23Aug1909	30.2
6536	24Aug1909	30.2
6537	25Aug1909	30.2
6538	26Aug1909	30.2
6539	27Aug1909	26.8
6540	28Aug1909	26.8
6541	29Aug1909	26.8
6542	30Aug1909	26.8
6543	31Aug1909	26.8
6544	01Sep1909	26.8
6545	02Sep1909	26.8
6546	03Sep1909	26.8
6547	04Sep1909	26.8
6548	05Sep1909	26.8
6549	06Sep1909	26.8
6550	07Sep1909	23.4
6551	08Sep1909	23.4
6552	09Sep1909	23.4
6553	10Sep1909	23.4
6554	11Sep1909	23.4
6555	12Sep1909	23.4
6556	13Sep1909	23.4
6557	14Sep1909	23.4
6558	15Sep1909	23.4
6559	16Sep1909	23.4
6560	17Sep1909	23.4
6561	18Sep1909	23.4
6562	19Sep1909	23.4
6563	20Sep1909	23.4
6564	21Sep1909	23.4
6565	22Sep1909	23.4
6566	23Sep1909	23.4
6567	24Sep1909	22.2
6568	25Sep1909	25.6
6569	26Sep1909	25.6
6570	27Sep1909	25.6
6571	28Sep1909	25.6
6572	29Sep1909	27.4
6573	30Sep1909	27.4
6574	01Oct1909	30.8
6575	02Oct1909	42.2
6576	03Oct1909	38.2
6577	04Oct1909	36.5
6578	05Oct1909	32.5
6579	06Oct1909	25.6
6580	07Oct1909	25.6
6581	08Oct1909	25.6
6582	09Oct1909	24.5
6583	10Oct1909	24.5
6584	11Oct1909	24.5
6585	12Oct1909	21.7
6586	13Oct1909	21.7
6587	14Oct1909	21.7
6588	15Oct1909	21.7
6589	16Oct1909	21.7
6590	17Oct1909	21.7
6591	18Oct1909	21.7
6592	19Oct1909	21.7
6593	20Oct1909	63.3
6594	21Oct1909	42.2
6595	22Oct1909	34.2
6596	23Oct1909	30.8
6597	24Oct1909	27.4
6598	25Oct1909	27.4
6599	26Oct1909	24.5
6600	27Oct1909	24.5
6601	28Oct1909	34.2
6602	29Oct1909	58.7
6603	30Oct1909	46.2
6604	31Oct1909	42.2
6605	01Nov1909	42.2
6606	02Nov1909	39.9
6607	03Nov1909	38.2
6608	04Nov1909	38.2
6609	05Nov1909	40.5
6610	06Nov1909	42.2
6611	07Nov1909	38.2
6612	08Nov1909	38.2
6613	09Nov1909	107.7
6614	10Nov1909	87.2
6615	11Nov1909	76.9
6616	12Nov1909	67.8
6617	13Nov1909	58.7
6618	14Nov1909	58.7
6619	15Nov1909	50.2
6620	16Nov1909	46.2
6621	17Nov1909	42.2
6622	18Nov1909	42.2
6623	19Nov1909	46.2
6624	20Nov1909	379.0
6625	21Nov1909	2109.0
6626	22Nov1909	1254.0
6627	23Nov1909	678.3
6628	24Nov1909	912.0
6629	25Nov1909	746.7
6630	26Nov1909	541.5
6631	27Nov1909	319.2
6632	28Nov1909	239.4
6633	29Nov1909	199.5
6634	30Nov1909	182.4
6635	01Dec1909	1014.6
6636	02Dec1909	718.2
6637	03Dec1909	421.8
6638	04Dec1909	302.1
6639	05Dec1909	253.6
6640	06Dec1909	236.6
6641	07Dec1909	233.7
6642	08Dec1909	461.7
6643	09Dec1909	1824.0
6644	10Dec1909	684.0
6645	11Dec1909	473.1
6646	12Dec1909	404.7
6647	13Dec1909	336.3
6648	14Dec1909	279.3
6649	15Dec1909	242.2
6650	16Dec1909	216.6
6651	17Dec1909	196.6
6652	18Dec1909	188.1
6653	19Dec1909	182.4
6654	20Dec1909	287.9
6655	21Dec1909	168.1
6656	22Dec1909	162.4
6657	23Dec1909	148.2
6658	24Dec1909	136.8
6659	25Dec1909	131.1
6660	26Dec1909	125.4
6661	27Dec1909	111.2
6662	28Dec1909	105.4
6663	29Dec1909	99.8
6664	30Dec1909	118.6
6665	31Dec1909	1425.0
6666	01Jan1910	587.1
6667	02Jan1910	436.0
6668	03Jan1910	316.4
6669	04Jan1910	250.8
6670	05Jan1910	208.1
6671	06Jan1910	186.4
6672	07Jan1910	179.6
6673	08Jan1910	173.9
6674	09Jan1910	173.9
6675	10Jan1910	163.6
6676	11Jan1910	152.2
6677	12Jan1910	139.6
6678	13Jan1910	136.8
6679	14Jan1910	213.8
6680	15Jan1910	302.1
6681	16Jan1910	245.1
6682	17Jan1910	190.9
6683	18Jan1910	175.0
6684	19Jan1910	159.6
6685	20Jan1910	153.9
6686	21Jan1910	152.2
6687	22Jan1910	172.1
6688	23Jan1910	256.5
6689	24Jan1910	741.0
6690	25Jan1910	456.0
6691	26Jan1910	376.2
6692	27Jan1910	298.1
6693	28Jan1910	267.9
6694	29Jan1910	259.4
6695	30Jan1910	239.4
6696	31Jan1910	230.9
6697	01Feb1910	279.3
6698	02Feb1910	219.4
6699	03Feb1910	210.9
6700	04Feb1910	202.4
6701	05Feb1910	193.8
6702	06Feb1910	185.2
6703	07Feb1910	279.3
6704	08Feb1910	219.4
6705	09Feb1910	202.4
6706	10Feb1910	193.8
6707	11Feb1910	193.8
6708	12Feb1910	185.2
6709	13Feb1910	193.8
6710	14Feb1910	210.9
6711	15Feb1910	193.8
6712	16Feb1910	185.2
6713	17Feb1910	177.8
6714	18Feb1910	185.2
6715	19Feb1910	299.2
6716	20Feb1910	230.9
6717	21Feb1910	216.6
6718	22Feb1910	302.1
6719	23Feb1910	247.9
6720	24Feb1910	291.8
6721	25Feb1910	598.5
6722	26Feb1910	444.6
6723	27Feb1910	342.0
6724	28Feb1910	319.2
6725	01Mar1910	376.2
6726	02Mar1910	399.0
6727	03Mar1910	434.3
6728	04Mar1910	434.3
6729	05Mar1910	411.0
6730	06Mar1910	399.0
6731	07Mar1910	376.2
6732	08Mar1910	376.2
6733	09Mar1910	387.6
6734	10Mar1910	422.4
6735	11Mar1910	422.4
6736	12Mar1910	422.4
