A		DEER C
B		SMARTSVILLE CA
C		FLOW-UNREG
E		
F		CALC-NONEG
Units		CFS
Type		PER-AVER
3570	10Jul2015	0
3571	11Jul2015	0
3572	12Jul2015	0
3573	13Jul2015	0
3574	14Jul2015	0
3575	15Jul2015	0
3576	16Jul2015	0
3577	17Jul2015	0
3578	18Jul2015	0
3579	19Jul2015	0
3580	20Jul2015	0
3581	21Jul2015	0
3582	22Jul2015	0
3583	23Jul2015	0
3584	24Jul2015	0
3585	25Jul2015	0
3586	26Jul2015	0
3587	27Jul2015	0
3588	28Jul2015	0
3589	29Jul2015	0
3590	30Jul2015	0
3591	31Jul2015	0
3592	01Aug2015	0
3593	02Aug2015	0
3594	03Aug2015	0
3595	04Aug2015	0
3596	05Aug2015	0
3597	06Aug2015	0
3598	07Aug2015	0
3599	08Aug2015	0
3600	09Aug2015	0
3601	10Aug2015	0
3602	11Aug2015	0
3603	12Aug2015	0
3604	13Aug2015	0
3605	14Aug2015	0
3606	15Aug2015	0
3607	16Aug2015	0
3608	17Aug2015	0
3609	18Aug2015	0
3610	19Aug2015	0
3611	20Aug2015	0
3612	21Aug2015	0
3613	22Aug2015	0
3614	23Aug2015	0
3615	24Aug2015	0
3616	25Aug2015	0
3617	26Aug2015	0
3618	27Aug2015	0
3619	28Aug2015	0
3620	29Aug2015	0
3621	30Aug2015	0
3622	31Aug2015	0
3623	01Sep2015	0
3624	02Sep2015	0
3625	03Sep2015	0
3626	04Sep2015	0
3627	05Sep2015	0
3628	06Sep2015	0
3629	07Sep2015	0
3630	08Sep2015	0
3631	09Sep2015	0
3632	10Sep2015	0
3633	11Sep2015	0
3634	12Sep2015	0
3635	13Sep2015	0
3636	14Sep2015	0
3637	15Sep2015	0
3638	16Sep2015	0
3639	17Sep2015	0
3640	18Sep2015	0
3641	19Sep2015	0
3642	20Sep2015	0
3643	21Sep2015	0
3644	22Sep2015	0
3645	23Sep2015	0
3646	24Sep2015	0
3647	25Sep2015	0
3648	26Sep2015	0
3649	27Sep2015	0
3650	28Sep2015	0
3651	29Sep2015	0
3652	30Sep2015	0
3653	01Oct2015	0
3654	02Oct2015	0
3655	03Oct2015	0
3656	04Oct2015	0
3657	05Oct2015	0
3658	06Oct2015	0
3659	07Oct2015	0
3660	08Oct2015	0
3661	09Oct2015	0
3662	10Oct2015	0
3663	11Oct2015	0
3664	12Oct2015	0
3665	13Oct2015	22
3666	14Oct2015	42
3667	15Oct2015	43
3668	16Oct2015	56
3669	17Oct2015	37
3670	18Oct2015	46
3671	19Oct2015	50
3672	20Oct2015	54
3673	21Oct2015	56
3674	22Oct2015	63
3675	23Oct2015	57
3676	24Oct2015	59
3677	25Oct2015	59
3678	26Oct2015	63
3679	27Oct2015	51
3680	28Oct2015	47
3681	29Oct2015	54
3682	30Oct2015	59
3683	31Oct2015	53
3684	01Nov2015	37
3685	02Nov2015	26
3686	03Nov2015	45
3687	04Nov2015	56
3688	05Nov2015	56
3689	06Nov2015	46
3690	07Nov2015	46
3691	08Nov2015	46
3692	09Nov2015	49
3693	10Nov2015	43
3694	11Nov2015	44
3695	12Nov2015	41
3696	13Nov2015	40
3697	14Nov2015	41
3698	15Nov2015	42
3699	16Nov2015	40
3700	17Nov2015	35
3701	18Nov2015	34
3702	19Nov2015	31
3703	20Nov2015	33
3704	21Nov2015	39
3705	22Nov2015	71
3706	23Nov2015	54
3707	24Nov2015	23
3708	25Nov2015	27
3709	26Nov2015	27
3710	27Nov2015	25
3711	28Nov2015	26
3712	29Nov2015	21
3713	30Nov2015	12
3714	01Dec2015	9
3715	02Dec2015	27
3716	03Dec2015	44
3717	04Dec2015	38
3718	05Dec2015	33
3719	06Dec2015	33
3720	07Dec2015	30
3721	08Dec2015	72
3722	09Dec2015	131
3723	10Dec2015	173
3724	11Dec2015	209
3725	12Dec2015	153
3726	13Dec2015	197
3727	14Dec2015	146
3728	15Dec2015	67
3729	16Dec2015	47
3730	17Dec2015	68
3731	18Dec2015	91
3732	19Dec2015	347
3733	20Dec2015	358
3734	21Dec2015	1125
3735	22Dec2015	922
3736	23Dec2015	207
3737	24Dec2015	106
3738	25Dec2015	99
3739	26Dec2015	78
3740	27Dec2015	63
3741	28Dec2015	53
3742	29Dec2015	50
3743	30Dec2015	61
3744	31Dec2015	50
3745	01Jan2016	58
3746	02Jan2016	51
3747	03Jan2016	51
3748	04Jan2016	117
3749	05Jan2016	322
3750	06Jan2016	429
3751	07Jan2016	512
3752	08Jan2016	192
3753	09Jan2016	113
3754	10Jan2016	86
3755	11Jan2016	78
3756	12Jan2016	157
3757	13Jan2016	244
3758	14Jan2016	298
3759	15Jan2016	425
3760	16Jan2016	439
3761	17Jan2016	965
3762	18Jan2016	1961
3763	19Jan2016	915
3764	20Jan2016	511
3765	21Jan2016	309
3766	22Jan2016	420
3767	23Jan2016	647
3768	24Jan2016	379
3769	25Jan2016	255
3770	26Jan2016	201
3771	27Jan2016	169
3772	28Jan2016	510
3773	29Jan2016	690
3774	30Jan2016	1122
3775	31Jan2016	522
3776	01Feb2016	338
3777	02Feb2016	304
3778	03Feb2016	209
3779	04Feb2016	179
3780	05Feb2016	157
3781	06Feb2016	141
3782	07Feb2016	125
3783	08Feb2016	114
3784	09Feb2016	119
3785	10Feb2016	113
3786	11Feb2016	113
3787	12Feb2016	108
3788	13Feb2016	104
3789	14Feb2016	101
3790	15Feb2016	98
3791	16Feb2016	128
3792	17Feb2016	97
3793	18Feb2016	154
3794	19Feb2016	101
3795	20Feb2016	140
3796	21Feb2016	94
3797	22Feb2016	78
3798	23Feb2016	73
3799	24Feb2016	73
3800	25Feb2016	67
3801	26Feb2016	65
3802	27Feb2016	73
3803	28Feb2016	72
3804	29Feb2016	68
3805	01Mar2016	104
3806	02Mar2016	65
3807	03Mar2016	157
3808	04Mar2016	370
3809	05Mar2016	1371
3810	06Mar2016	2281
3811	07Mar2016	1665
3812	08Mar2016	586
3813	09Mar2016	427
3814	10Mar2016	529
3815	11Mar2016	1017
3816	12Mar2016	2035
3817	13Mar2016	3766
3818	14Mar2016	1770
3819	15Mar2016	668
3820	16Mar2016	767
3821	17Mar2016	630
3822	18Mar2016	501
3823	19Mar2016	411
3824	20Mar2016	365
3825	21Mar2016	535
3826	22Mar2016	598
3827	23Mar2016	440
3828	24Mar2016	355
3829	25Mar2016	303
3830	26Mar2016	260
3831	27Mar2016	227
3832	28Mar2016	205
3833	29Mar2016	184
3834	30Mar2016	162
3835	31Mar2016	142
3836	01Apr2016	117
3837	02Apr2016	126
3838	03Apr2016	95
3839	04Apr2016	82
3840	05Apr2016	81
3841	06Apr2016	71
3842	07Apr2016	67
3843	08Apr2016	57
3844	09Apr2016	51
3845	10Apr2016	51
3846	11Apr2016	42
3847	12Apr2016	31
3848	13Apr2016	35
3849	14Apr2016	21
3850	15Apr2016	17
3851	16Apr2016	14
3852	17Apr2016	4
3853	18Apr2016	0
3854	19Apr2016	0
3855	20Apr2016	0
3856	21Apr2016	73
3857	22Apr2016	41
3858	23Apr2016	38
3859	24Apr2016	2
3860	25Apr2016	0
3861	26Apr2016	1
3862	27Apr2016	1
3863	28Apr2016	0
3864	29Apr2016	0
3865	30Apr2016	0
3866	01May2016	11
3867	02May2016	1
3868	03May2016	0
3869	04May2016	0
3870	05May2016	15
3871	06May2016	33
3872	07May2016	32
3873	08May2016	35
3874	09May2016	29
3875	10May2016	25
3876	11May2016	23
3877	12May2016	21
3878	13May2016	20
3879	14May2016	15
3880	15May2016	15
3881	16May2016	3
3882	17May2016	13
3883	18May2016	34
3884	19May2016	11
3885	20May2016	8
3886	21May2016	7
3887	22May2016	0
3888	23May2016	15
3889	24May2016	0
3890	25May2016	9
3891	26May2016	14
3892	27May2016	12
3893	28May2016	11
3894	29May2016	7
3895	30May2016	0
3896	31May2016	0
3897	01Jun2016	0
3898	02Jun2016	0
3899	03Jun2016	0
3900	04Jun2016	0
3901	05Jun2016	0
3902	06Jun2016	0
3903	07Jun2016	0
3904	08Jun2016	0
3905	09Jun2016	0
3906	10Jun2016	0
3907	11Jun2016	0
3908	12Jun2016	0
3909	13Jun2016	0
3910	14Jun2016	0
3911	15Jun2016	0
3912	16Jun2016	0
3913	17Jun2016	0
3914	18Jun2016	0
3915	19Jun2016	0
3916	20Jun2016	0
3917	21Jun2016	0
3918	22Jun2016	0
3919	23Jun2016	0
3920	24Jun2016	0
3921	25Jun2016	0
3922	26Jun2016	0
3923	27Jun2016	0
3924	28Jun2016	0
3925	29Jun2016	0
3926	30Jun2016	0
3927	01Jul2016	0
3928	02Jul2016	0
3929	03Jul2016	0
3930	04Jul2016	0
3931	05Jul2016	0
3932	06Jul2016	0
3933	07Jul2016	0
3934	08Jul2016	0
3935	09Jul2016	0
3936	10Jul2016	0
3937	11Jul2016	0
3938	12Jul2016	0
3939	13Jul2016	0
3940	14Jul2016	0
3941	15Jul2016	0
3942	16Jul2016	0
3943	17Jul2016	0
3944	18Jul2016	0
3945	19Jul2016	0
3946	20Jul2016	0
3947	21Jul2016	0
3948	22Jul2016	0
3949	23Jul2016	0
3950	24Jul2016	0
3951	25Jul2016	0
3952	26Jul2016	0
3953	27Jul2016	0
3954	28Jul2016	0
3955	29Jul2016	0
3956	30Jul2016	0
3957	31Jul2016	0
3958	01Aug2016	0
3959	02Aug2016	0
3960	03Aug2016	0
3961	04Aug2016	0
3962	05Aug2016	0
3963	06Aug2016	0
3964	07Aug2016	0
3965	08Aug2016	0
3966	09Aug2016	0
3967	10Aug2016	0
3968	11Aug2016	0
3969	12Aug2016	0
3970	13Aug2016	0
3971	14Aug2016	0
3972	15Aug2016	0
3973	16Aug2016	0
3974	17Aug2016	0
3975	18Aug2016	0
3976	19Aug2016	0
3977	20Aug2016	0
3978	21Aug2016	0
3979	22Aug2016	0
3980	23Aug2016	0
3981	24Aug2016	0
3982	25Aug2016	0
3983	26Aug2016	0
3984	27Aug2016	0
3985	28Aug2016	0
3986	29Aug2016	0
3987	30Aug2016	0
3988	31Aug2016	0
3989	01Sep2016	0
3990	02Sep2016	0
3991	03Sep2016	0
3992	04Sep2016	0
3993	05Sep2016	0
3994	06Sep2016	0
3995	07Sep2016	0
3996	08Sep2016	0
3997	09Sep2016	0
3998	10Sep2016	0
3999	11Sep2016	0
4000	12Sep2016	0
4001	13Sep2016	0
4002	14Sep2016	0
4003	15Sep2016	0
4004	16Sep2016	0
4005	17Sep2016	0
4006	18Sep2016	0
4007	19Sep2016	0
4008	20Sep2016	0
4009	21Sep2016	0
4010	22Sep2016	0
4011	23Sep2016	0
4012	24Sep2016	0
4013	25Sep2016	0
4014	26Sep2016	0
4015	27Sep2016	0
4016	28Sep2016	0
4017	29Sep2016	0
4018	30Sep2016	0
4019	01Oct2016	0
4020	02Oct2016	0
4021	03Oct2016	0
4022	04Oct2016	0
4023	05Oct2016	0
4024	06Oct2016	0
4025	07Oct2016	0
4026	08Oct2016	0
4027	09Oct2016	0
4028	10Oct2016	0
4029	11Oct2016	0
4030	12Oct2016	0
4031	13Oct2016	144
4032	14Oct2016	204
4033	15Oct2016	527
4034	16Oct2016	561
4035	17Oct2016	525
4036	18Oct2016	507
4037	19Oct2016	399
4038	20Oct2016	166
4039	21Oct2016	73
4040	22Oct2016	61
4041	23Oct2016	70
4042	24Oct2016	58
4043	25Oct2016	47
4044	26Oct2016	82
4045	27Oct2016	150
4046	28Oct2016	244
4047	29Oct2016	199
4048	30Oct2016	206
4049	31Oct2016	209
4050	01Nov2016	140
4051	02Nov2016	90
4052	03Nov2016	60
4053	04Nov2016	57
4054	05Nov2016	52
4055	06Nov2016	37
4056	07Nov2016	60
4057	08Nov2016	45
4058	09Nov2016	42
4059	10Nov2016	35
4060	11Nov2016	38
4061	12Nov2016	35
4062	13Nov2016	33
4063	14Nov2016	47
4064	15Nov2016	40
4065	16Nov2016	34
4066	17Nov2016	34
4067	18Nov2016	95
4068	19Nov2016	172
4069	20Nov2016	326
4070	21Nov2016	122
4071	22Nov2016	103
4072	23Nov2016	122
4073	24Nov2016	74
4074	25Nov2016	118
4075	26Nov2016	134
4076	27Nov2016	348
4077	28Nov2016	111
4078	29Nov2016	85
4079	30Nov2016	69
4080	01Dec2016	65
4081	02Dec2016	60
4082	03Dec2016	58
4083	04Dec2016	50
4084	05Dec2016	46
4085	06Dec2016	49
4086	07Dec2016	102
4087	08Dec2016	138
4088	09Dec2016	1068
4089	10Dec2016	3435
4090	11Dec2016	856
4091	12Dec2016	286
4092	13Dec2016	244
4093	14Dec2016	556
4094	15Dec2016	2116
4095	16Dec2016	1930
4096	17Dec2016	539
4097	18Dec2016	365
4098	19Dec2016	291
4099	20Dec2016	262
4100	21Dec2016	221
4101	22Dec2016	258
4102	23Dec2016	231
4103	24Dec2016	266
4104	25Dec2016	183
4105	26Dec2016	162
4106	27Dec2016	154
4107	28Dec2016	144
4108	29Dec2016	133
4109	30Dec2016	123
4110	31Dec2016	126
4111	01Jan2017	156
4112	02Jan2017	312
4113	03Jan2017	1076
4114	04Jan2017	1720
4115	05Jan2017	951
4116	06Jan2017	656
4117	07Jan2017	842
4118	08Jan2017	5350
4119	09Jan2017	3680
4120	10Jan2017	7580
4121	11Jan2017	4430
4122	12Jan2017	1910
4123	13Jan2017	1200
4124	14Jan2017	901
4125	15Jan2017	720
4126	16Jan2017	604
4127	17Jan2017	520
4128	18Jan2017	598
4129	19Jan2017	1010
4130	20Jan2017	1520
4131	21Jan2017	1100
4132	22Jan2017	1240
4133	23Jan2017	1100
4134	24Jan2017	753
4135	25Jan2017	603
4136	26Jan2017	515
4137	27Jan2017	454
4138	28Jan2017	405
4139	29Jan2017	368
4140	30Jan2017	334
4141	31Jan2017	310
4142	01Feb2017	292
4143	02Feb2017	315
4144	03Feb2017	954
4145	04Feb2017	1160
4146	05Feb2017	928
4147	06Feb2017	2630
4148	07Feb2017	5630
4149	08Feb2017	4620
4150	09Feb2017	4600
4151	10Feb2017	3810
4152	11Feb2017	1910
4153	12Feb2017	1300
4154	13Feb2017	1030
4155	14Feb2017	838
4156	15Feb2017	703
4157	16Feb2017	805
4158	17Feb2017	1060
4159	18Feb2017	1310
4160	19Feb2017	872
4161	20Feb2017	3270
4162	21Feb2017	2780
4163	22Feb2017	1510
4164	23Feb2017	1130
4165	24Feb2017	901
4166	25Feb2017	763
4167	26Feb2017	666
4168	27Feb2017	591
4169	28Feb2017	523
4170	01Mar2017	457
4171	02Mar2017	394
4172	03Mar2017	354
4173	04Mar2017	352
4174	05Mar2017	690
4175	06Mar2017	449
4176	07Mar2017	367
4177	08Mar2017	330
4178	09Mar2017	300
4179	10Mar2017	279
4180	11Mar2017	263
4181	12Mar2017	235
4182	13Mar2017	223
4183	14Mar2017	226
4184	15Mar2017	241
4185	16Mar2017	200
4186	17Mar2017	172
4187	18Mar2017	143
4188	19Mar2017	119
4189	20Mar2017	214
4190	21Mar2017	741
4191	22Mar2017	939
4192	23Mar2017	546
4193	24Mar2017	595
4194	25Mar2017	519
4195	26Mar2017	446
4196	27Mar2017	514
4197	28Mar2017	422
4198	29Mar2017	416
4199	30Mar2017	307
4200	31Mar2017	272
4201	01Apr2017	252
4202	02Apr2017	226
4203	03Apr2017	206
4204	04Apr2017	166
4205	05Apr2017	178
4206	06Apr2017	483
4207	07Apr2017	1404
4208	08Apr2017	1281
4209	09Apr2017	560
4210	10Apr2017	441
4211	11Apr2017	428
4212	12Apr2017	539
4213	13Apr2017	742
4214	14Apr2017	620
4215	15Apr2017	508
4216	16Apr2017	488
4217	17Apr2017	806
4218	18Apr2017	791
4219	19Apr2017	595
4220	20Apr2017	561
4221	21Apr2017	476
4222	22Apr2017	421
4223	23Apr2017	354
4224	24Apr2017	309
4225	25Apr2017	304
4226	26Apr2017	305
4227	27Apr2017	310
4228	28Apr2017	222
4229	29Apr2017	188
4230	30Apr2017	178
4231	01May2017	139
4232	02May2017	124
4233	03May2017	121
4234	04May2017	127
4235	05May2017	95
4236	06May2017	87
4237	07May2017	77
4238	08May2017	71
4239	09May2017	76
4240	10May2017	51
4241	11May2017	42
4242	12May2017	39
4243	13May2017	29
4244	14May2017	32
4245	15May2017	37
4246	16May2017	24
4247	17May2017	25
4248	18May2017	9
4249	19May2017	6
4250	20May2017	7
4251	21May2017	2
4252	22May2017	0
4253	23May2017	0
4254	24May2017	0
4255	25May2017	0
4256	26May2017	0
4257	27May2017	0
4258	28May2017	0
4259	29May2017	0
4260	30May2017	0
4261	31May2017	0
4262	01Jun2017	9
4263	02Jun2017	21
4264	03Jun2017	20
4265	04Jun2017	24
4266	05Jun2017	14
4267	06Jun2017	19
4268	07Jun2017	39
4269	08Jun2017	33
4270	09Jun2017	39
4271	10Jun2017	45
4272	11Jun2017	40
4273	12Jun2017	40
4274	13Jun2017	36
4275	14Jun2017	35
4276	15Jun2017	20
4277	16Jun2017	15
4278	17Jun2017	6
4279	18Jun2017	9
4280	19Jun2017	0
4281	20Jun2017	0
4282	21Jun2017	0
4283	22Jun2017	0
4284	23Jun2017	0
4285	24Jun2017	0
4286	25Jun2017	0
4287	26Jun2017	0
4288	27Jun2017	0
4289	28Jun2017	0
4290	29Jun2017	0
4291	30Jun2017	0
4292	01Jul2017	0
4293	02Jul2017	0
4294	03Jul2017	0
4295	04Jul2017	0
4296	05Jul2017	0
4297	06Jul2017	0
4298	07Jul2017	0
4299	08Jul2017	0
4300	09Jul2017	0
4301	10Jul2017	0
4302	11Jul2017	0
4303	12Jul2017	0
4304	13Jul2017	0
4305	14Jul2017	0
4306	15Jul2017	0
4307	16Jul2017	0
4308	17Jul2017	0
4309	18Jul2017	0
4310	19Jul2017	0
4311	20Jul2017	0
4312	21Jul2017	0
4313	22Jul2017	0
4314	23Jul2017	0
4315	24Jul2017	0
4316	25Jul2017	0
4317	26Jul2017	0
4318	27Jul2017	0
4319	28Jul2017	0
4320	29Jul2017	0
4321	30Jul2017	0
4322	31Jul2017	0
4323	01Aug2017	0
4324	02Aug2017	0
4325	03Aug2017	0
4326	04Aug2017	0
4327	05Aug2017	0
4328	06Aug2017	0
4329	07Aug2017	0
4330	08Aug2017	0
4331	09Aug2017	0
4332	10Aug2017	0
4333	11Aug2017	0
4334	12Aug2017	0
4335	13Aug2017	0
4336	14Aug2017	0
4337	15Aug2017	0
4338	16Aug2017	0
4339	17Aug2017	0
4340	18Aug2017	0
4341	19Aug2017	0
4342	20Aug2017	0
4343	21Aug2017	0
4344	22Aug2017	0
4345	23Aug2017	0
4346	24Aug2017	0
4347	25Aug2017	0
4348	26Aug2017	0
4349	27Aug2017	0
4350	28Aug2017	0
4351	29Aug2017	0
4352	30Aug2017	0
4353	31Aug2017	0
4354	01Sep2017	0
4355	02Sep2017	0
4356	03Sep2017	0
4357	04Sep2017	0
4358	05Sep2017	0
4359	06Sep2017	0
4360	07Sep2017	0
4361	08Sep2017	0
4362	09Sep2017	0
4363	10Sep2017	0
4364	11Sep2017	0
4365	12Sep2017	0
4366	13Sep2017	0
4367	14Sep2017	0
4368	15Sep2017	0
4369	16Sep2017	0
4370	17Sep2017	0
4371	18Sep2017	0
4372	19Sep2017	0
4373	20Sep2017	0
4374	21Sep2017	0
4375	22Sep2017	0
4376	23Sep2017	0
4377	24Sep2017	0
4378	25Sep2017	0
4379	26Sep2017	0
4380	27Sep2017	0
4381	28Sep2017	0
4382	29Sep2017	0
4383	30Sep2017	0
4384	01Oct2017	0
4385	02Oct2017	0
4386	03Oct2017	0
4387	04Oct2017	0
4388	05Oct2017	0
4389	06Oct2017	0
4390	07Oct2017	0
4391	08Oct2017	0
4392	09Oct2017	0
4393	10Oct2017	0
4394	11Oct2017	0
4395	12Oct2017	0
4396	13Oct2017	0
4397	14Oct2017	0
4398	15Oct2017	7
4399	16Oct2017	124
4400	17Oct2017	391
4401	18Oct2017	498
4402	19Oct2017	525
4403	20Oct2017	434
4404	21Oct2017	169
4405	22Oct2017	37
4406	23Oct2017	39
4407	24Oct2017	39
4408	25Oct2017	39
4409	26Oct2017	41
4410	27Oct2017	35
4411	28Oct2017	34
4412	29Oct2017	30
4413	30Oct2017	30
4414	31Oct2017	21
4415	01Nov2017	20
4416	02Nov2017	55
4417	03Nov2017	101
4418	04Nov2017	29
4419	05Nov2017	27
4420	06Nov2017	21
4421	07Nov2017	41
4422	08Nov2017	96
4423	09Nov2017	49
4424	10Nov2017	35
4425	11Nov2017	22
4426	12Nov2017	44
4427	13Nov2017	37
4428	14Nov2017	119
4429	15Nov2017	361
4430	16Nov2017	731
4431	17Nov2017	591
4432	18Nov2017	316
4433	19Nov2017	129
4434	20Nov2017	148
4435	21Nov2017	186
4436	22Nov2017	67
4437	23Nov2017	55
4438	24Nov2017	43
4439	25Nov2017	127
4440	26Nov2017	210
4441	27Nov2017	366
4442	28Nov2017	218
4443	29Nov2017	135
4444	30Nov2017	86
4445	01Dec2017	72
4446	02Dec2017	59
4447	03Dec2017	52
4448	04Dec2017	42
4449	05Dec2017	50
4450	06Dec2017	46
4451	07Dec2017	36
4452	08Dec2017	43
4453	09Dec2017	38
4454	10Dec2017	29
4455	11Dec2017	39
4456	12Dec2017	33
4457	13Dec2017	32
4458	14Dec2017	24
4459	15Dec2017	27
4460	16Dec2017	23
4461	17Dec2017	30
4462	18Dec2017	30
4463	19Dec2017	56
4464	20Dec2017	38
4465	21Dec2017	31
4466	22Dec2017	38
4467	23Dec2017	31
4468	24Dec2017	28
4469	25Dec2017	33
4470	26Dec2017	23
4471	27Dec2017	34
4472	28Dec2017	34
4473	29Dec2017	33
4474	30Dec2017	37
4475	31Dec2017	30
4476	01Jan2018	33
4477	02Jan2018	34
4478	03Jan2018	47
4479	04Jan2018	90
4480	05Jan2018	80
4481	06Jan2018	236
4482	07Jan2018	179
4483	08Jan2018	513
4484	09Jan2018	994
4485	10Jan2018	258
4486	11Jan2018	140
4487	12Jan2018	115
4488	13Jan2018	95
4489	14Jan2018	87
4490	15Jan2018	84
4491	16Jan2018	101
4492	17Jan2018	102
4493	18Jan2018	125
4494	19Jan2018	233
4495	20Jan2018	104
4496	21Jan2018	96
4497	22Jan2018	119
4498	23Jan2018	179
4499	24Jan2018	212
4500	25Jan2018	516
4501	26Jan2018	476
4502	27Jan2018	214
4503	28Jan2018	166
4504	29Jan2018	159
4505	30Jan2018	179
4506	31Jan2018	143
4507	01Feb2018	125
4508	02Feb2018	110
4509	03Feb2018	107
4510	04Feb2018	104
4511	05Feb2018	97
4512	06Feb2018	102
4513	07Feb2018	93
4514	08Feb2018	68
4515	09Feb2018	43
4516	10Feb2018	43
4517	11Feb2018	61
4518	12Feb2018	71
4519	13Feb2018	72
4520	14Feb2018	68
4521	15Feb2018	72
4522	16Feb2018	75
4523	17Feb2018	71
4524	18Feb2018	72
4525	19Feb2018	63
4526	20Feb2018	64
4527	21Feb2018	70
4528	22Feb2018	63
4529	23Feb2018	58
4530	24Feb2018	59
4531	25Feb2018	98
4532	26Feb2018	94
4533	27Feb2018	70
4534	28Feb2018	205
4535	01Mar2018	888
4536	02Mar2018	821
4537	03Mar2018	357
4538	04Mar2018	321
4539	05Mar2018	223
4540	06Mar2018	102
4541	07Mar2018	80
4542	08Mar2018	130
4543	09Mar2018	103
4544	10Mar2018	92
4545	11Mar2018	94
4546	12Mar2018	210
4547	13Mar2018	1300
4548	14Mar2018	1030
4549	15Mar2018	720
4550	16Mar2018	1130
4551	17Mar2018	632
4552	18Mar2018	416
4553	19Mar2018	315
4554	20Mar2018	264
4555	21Mar2018	1620
4556	22Mar2018	2930
4557	23Mar2018	1520
4558	24Mar2018	962
4559	25Mar2018	691
4560	26Mar2018	521
4561	27Mar2018	423
4562	28Mar2018	359
4563	29Mar2018	318
4564	30Mar2018	284
4565	31Mar2018	261
4566	01Apr2018	247
4567	02Apr2018	218
4568	03Apr2018	173
4569	04Apr2018	209
4570	05Apr2018	250
4571	06Apr2018	797
4572	07Apr2018	2100
4573	08Apr2018	812
4574	09Apr2018	549
4575	10Apr2018	436
4576	11Apr2018	372
4577	12Apr2018	383
4578	13Apr2018	293
4579	14Apr2018	254
4580	15Apr2018	232
4581	16Apr2018	299
4582	17Apr2018	279
4583	18Apr2018	211
4584	19Apr2018	152
4585	20Apr2018	130
4586	21Apr2018	116
4587	22Apr2018	113
4588	23Apr2018	125
4589	24Apr2018	107
4590	25Apr2018	72
4591	26Apr2018	62
4592	27Apr2018	53
4593	28Apr2018	56
4594	29Apr2018	43
4595	30Apr2018	49
4596	01May2018	42
4597	02May2018	76
4598	03May2018	62
4599	04May2018	59
4600	05May2018	58
4601	06May2018	40
4602	07May2018	26
4603	08May2018	29
4604	09May2018	53
4605	10May2018	57
4606	11May2018	56
4607	12May2018	57
4608	13May2018	53
4609	14May2018	55
4610	15May2018	27
4611	16May2018	50
4612	17May2018	54
4613	18May2018	45
4614	19May2018	42
4615	20May2018	44
4616	21May2018	45
4617	22May2018	33
4618	23May2018	32
4619	24May2018	37
4620	25May2018	21
4621	26May2018	32
4622	27May2018	29
4623	28May2018	23
4624	29May2018	27
4625	30May2018	29
4626	31May2018	22
4627	01Jun2018	13
4628	02Jun2018	20
4629	03Jun2018	11
4630	04Jun2018	10
4631	05Jun2018	0
4632	06Jun2018	2
4633	07Jun2018	0
4634	08Jun2018	0
4635	09Jun2018	0
4636	10Jun2018	0
4637	11Jun2018	0
4638	12Jun2018	0
4639	13Jun2018	0
4640	14Jun2018	0
4641	15Jun2018	0
4642	16Jun2018	0
4643	17Jun2018	0
4644	18Jun2018	0
4645	19Jun2018	0
4646	20Jun2018	0
4647	21Jun2018	0
4648	22Jun2018	0
4649	23Jun2018	0
4650	24Jun2018	0
4651	25Jun2018	0
4652	26Jun2018	0
4653	27Jun2018	0
4654	28Jun2018	0
4655	29Jun2018	0
4656	30Jun2018	0
4657	01Jul2018	0
4658	02Jul2018	0
4659	03Jul2018	0
4660	04Jul2018	0
4661	05Jul2018	0
4662	06Jul2018	0
4663	07Jul2018	0
4664	08Jul2018	0
4665	09Jul2018	0
4666	10Jul2018	0
4667	11Jul2018	0
4668	12Jul2018	0
4669	13Jul2018	0
4670	14Jul2018	0
4671	15Jul2018	0
4672	16Jul2018	0
4673	17Jul2018	0
4674	18Jul2018	0
4675	19Jul2018	0
4676	20Jul2018	0
4677	21Jul2018	0
4678	22Jul2018	0
4679	23Jul2018	0
4680	24Jul2018	0
4681	25Jul2018	0
4682	26Jul2018	0
4683	27Jul2018	0
4684	28Jul2018	0
4685	29Jul2018	0
4686	30Jul2018	0
4687	31Jul2018	0
4688	01Aug2018	0
4689	02Aug2018	0
4690	03Aug2018	0
4691	04Aug2018	0
4692	05Aug2018	0
4693	06Aug2018	0
4694	07Aug2018	0
4695	08Aug2018	0
4696	09Aug2018	0
4697	10Aug2018	0
4698	11Aug2018	0
4699	12Aug2018	0
4700	13Aug2018	0
4701	14Aug2018	0
4702	15Aug2018	0
4703	16Aug2018	0
4704	17Aug2018	0
4705	18Aug2018	0
4706	19Aug2018	0
4707	20Aug2018	0
4708	21Aug2018	0
4709	22Aug2018	0
4710	23Aug2018	0
4711	24Aug2018	0
4712	25Aug2018	0
4713	26Aug2018	0
4714	27Aug2018	0
4715	28Aug2018	0
4716	29Aug2018	0
4717	30Aug2018	0
4718	31Aug2018	0
4719	01Sep2018	0
4720	02Sep2018	0
4721	03Sep2018	0
4722	04Sep2018	0
4723	05Sep2018	0
4724	06Sep2018	0
4725	07Sep2018	0
4726	08Sep2018	0
4727	09Sep2018	0
4728	10Sep2018	0
4729	11Sep2018	0
4730	12Sep2018	0
4731	13Sep2018	0
4732	14Sep2018	0
4733	15Sep2018	0
4734	16Sep2018	0
4735	17Sep2018	0
4736	18Sep2018	0
4737	19Sep2018	0
4738	20Sep2018	0
4739	21Sep2018	0
4740	22Sep2018	0
4741	23Sep2018	0
